"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Ruth Roach, Mabel Strickland, and Mrs. Douglas","Stroud, Mayme; performer","Roach, Ruth; performer","Strickland, Mabel; performer","Douglas; performer","still image","Photographic postcards","New Mexico--Tucumcari","","1918","Rodeo performer Mayme Stroud posing with three other cowgirls, Ruth Roach, Mabel Strickland, and ""Mrs. Douglas""","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/m920377445hv","narv_westermeier_31_13_F5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","811","224062","4858","narv_westermeier_31_13_F5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~811~224062"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with three women rodeo performers","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","Texas--El Paso","","1917","Mayme Stroud and three other women rodeo performers posing and laughing with horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","","","","https://ark.colorado.edu/ark:/47540/vn264s85p4cp","narv_westermeier_31_13_G5a.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo G5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","812","224058","4858","narv_westermeier_31_13_G5a.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~812~224058"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with trick horse doing a ""Cake Walk""","Horne, Walter H., 1883-1921; photographer","Stroud, Mayme; performer","","","still image","Photographic postcards","Texas--El Paso","","","Rodeo performer Mayme Stroud on rained horse, with one hoof raised in ""Cake Walk""","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Horses","","","","https://ark.colorado.edu/ark:/47540/nv080n97z4br","narv_westermeier_36_02_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 2, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","813","223939","4858","narv_westermeier_36_02_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~813~223939"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with two women rodeo performers","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","1913","Rodeo performer Mayme Stroud posing on horseback with two other cowgirls, ""Miss Winger"" and ""Miss Brisco""","Cowgirls","Women rodeo performers","Women in rodeos","Horses","","","","","https://ark.colorado.edu/ark:/47540/vh68541492pw","narv_westermeier_31_13_F4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo F4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","814","224063","4858","narv_westermeier_31_13_F4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~814~224063"
"Clifford P. and Therese S. Westermeier Collection","Mayme Stroud with Zaza the donkey","Stroud, Mayme; performer","","","","still image","Photographic postcards","","","","Rodeo performer Mayme Stroud in large hat and bow, posing with Zaza the donkey","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo animals","Donkeys","","","","https://ark.colorado.edu/ark:/47540/3x8t1g73c9mk","narv_westermeier_36_01_H4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 1, Photo H4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","815","223944","4858","narv_westermeier_36_01_H4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~815~223944"
"Clifford P. and Therese S. Westermeier Collection","Men blindfolding a bronco after rodeo event","Allen, O.G.-photographer","","","","still image","Photographic postcards","Oregon--Pendleton","","","Unidentified group of men putting blindfold on a bronco after a rodeo event","Rodeos","Rodeo performers","Rodeo animals","","","","","","https://ark.colorado.edu/ark:/47540/m8471c63f5gn","narv_westermeier_31_05_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","816","224126","4858","narv_westermeier_31_05_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~816~224126"
"Clifford P. and Therese S. Westermeier Collection","Men blindfolding a bronco after rodeo event","Allen, O.G.-photographer","","","","still image","Photographic postcards","Oregon--Pendleton","","","Unidentified group of men putting blindfold on a bronco after a rodeo event","Rodeos","Rodeo performers","Rodeo animals","","","","","","https://ark.colorado.edu/ark:/47540/cr6v7m1767c7","narv_westermeier_31_05_F2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo F2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","817","224125","4858","narv_westermeier_31_05_F2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~817~224125"
"Clifford P. and Therese S. Westermeier Collection","Men in circus parade","","","","","still image","Photographic postcards","","","1913","Men in mariachi-style apparel (??) ride on horseback past grandstand in Al G. Barnes Circus parade","Circus","","","","","","","","https://ark.colorado.edu/ark:/47540/zb889x63k19s","narv_westermeier_35_07_B5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo B5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","818","223952","4858","narv_westermeier_35_07_B5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~818~223952"
"Clifford P. and Therese S. Westermeier Collection","Mildred Mix Horner riding bronco","Little; photographer","Mix, Mildred; performer","","","still image","Photographic postcards","","","","Rodeo performer Mildred Mix Horner riding bronco, with large crowd and mountains in the background","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/rf2p7d13s0nn","narv_westermeier_26_09_B2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo B2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","819","224166","4858","narv_westermeier_26_09_B2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~819~224166"
"Clifford P. and Therese S. Westermeier Collection","Monte Roger and steer jumping car","O'Neill; photographer","Roger, Monte; performer","","","still image","Photographic postcards","Oklahoma--Buffalo","","","Monte Roger jumping his big-horned steer, ""Bobby"" over a car","Rodeos","Rodeo performers","Rodeo animals","","","","","","https://ark.colorado.edu/ark:/47540/6d744x56b2wb","narv_westermeier_26_09_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","820","224168","4858","narv_westermeier_26_09_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~820~224168"
"Clifford P. and Therese S. Westermeier Collection","Monte Roger and steer jumping car","Roger, Monte; performer","","","","still image","Photographic postcards","","","","Monte Roger jumping his big-horned steer, ""Bobby"" over a car","Rodeos","Rodeo performers","Rodeo animals","","","","","","https://ark.colorado.edu/ark:/47540/q69v464080q2","narv_westermeier_26_09_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","821","224170","4858","narv_westermeier_26_09_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~821~224170"
"Clifford P. and Therese S. Westermeier Collection","Monte Roger and steer, in cart","O'Neill; photographer","Roger, Monte; performer","","","still image","Photographic postcards","Oklahoma--Buffalo","","","A steer pulling a man in a cart. Caption reads, ""Bobby the World Famous Educated Steer, Owned and Trained by Monte Roger""","Rodeos","Rodeo animals","","","","","","","https://ark.colorado.edu/ark:/47540/2j0c493805hc","narv_westermeier_26_09_A4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo A4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","822","224167","4858","narv_westermeier_26_09_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~822~224167"
"Clifford P. and Therese S. Westermeier Collection","Monte Roger with steer","O'Neill; photographer","Roger, Monte; performer","","","still image","Photographic postcards","Oklahoma--Buffalo","","","Monte Roger posing with his trained steer, ""Bobby""","Rodeos","Rodeo performers","Rodeo animals","","","","","","https://ark.colorado.edu/ark:/47540/f02q9831c404","narv_westermeier_26_09_A2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo A2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","823","224169","4858","narv_westermeier_26_09_A2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~823~224169"
"Clifford P. and Therese S. Westermeier Collection","Mule jumping over hurdle","Doubleday, R.R.; photographer","","","","still image","Photographic postcards","","","","George Adams' mule jumping over a hurdle","Rodeos","Rodeo performers","Rodeo animals","Mules","","","","","https://ark.colorado.edu/ark:/47540/sx666n6229qq","narv_westermeier_26_09_F5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo F5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","824","224159","4858","narv_westermeier_26_09_F5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~824~224159"
"Clifford P. and Therese S. Westermeier Collection","Narcise McKay riding bronco","Bowman, Walter S.; photographer","McKay, Narcise; performer","","","still image","Photographic postcards","Oregon--Pendleton","","1911","Bannock rodeo rider Narcise McKay on bucking bronco","Rodeos","Rodeo performers","Bronco riding","Indians in rodeos","","","","","https://ark.colorado.edu/ark:/47540/6w546969460n","narv_westermeier_44_Book1_AC.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AC","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","825","223908","4858","narv_westermeier_44_Book1_AC.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~825~223908"
